	卖点	label
2206	果香浓郁	1
2207	土豆太大	0
2208	收到才枚	0
2209	葡萄香味浓郁	1
2210	豆荚饱满新鲜	1
2211	商家太黑了吧	0
2212	不知道是什么	0
2213	看看什么东西	0
2214	有些果特别小	0
2215	并未找到	0
2216	好吃0腹担	1
2217	散发诱人果香	1
2218	一口清甜多汁	1
2219	直接泡免熬制	1
2220	就那样吧	0
2221	香浓味美	1
2222	口感脆甜水润	1
2223	脆嫩鲜香	1
2224	皮薄脆嫩	1
2225	很硬口感一般	0
2226	没一个中果	0
2227	九成坏了的	0
2228	有空心的萝卜	0
2229	都头爪子	0
2230	清脆多汁可口	1
2231	拿回来坏的	0
2232	皮糙肉硬	0
2233	这次坏了一个	0
2234	口感香甜脆嫩	1
2235	还是不能	0
2236	二个都太软了	0
2237	皮薄多汁爽口	1
2238	海苔潮了	0
2239	第一次买的甜	0
2240	纯甜美味	1
2241	酸甜好滋味	1
2242	余味香甜悠长	1
2243	看了两个	0
2244	自然萃取	1
2245	皮薄肉厚	1
2246	懒人速食早餐	1
2247	可申请退款吗	0
2248	0负担更健康	1
2249	佐餐优选饮料	1
2250	果肉面糯香甜	1
2251	细滑多汁	1
2252	入口清香鲜美	1
2253	爆甜多汁	1
2254	个头玲珑小巧	1
2255	果香扑鼻	1
2256	说有公斤的	0
2257	放无锈钢盆里	0
2258	香甜好滋味	1
2259	太难搞了	0
2260	也没什么味道	0
2261	有臭味了	0
2262	而且又老	0
2263	没有上两次好	0
2264	骨髓是黑色的	0
2265	肉质水润爽口	1
2266	小非常小	0
2267	一共三个	0
2268	口感愉悦	1
2269	空心没籽	0
2270	没有破损	0
2271	醇正好口感	1
2272	饱满多汁	1
2273	雪梨的皮太硬	0
2274	阻脂排油	1
2275	又干又没甜味	0
2276	确实带泥	0
2277	醇厚好口感	1
2278	钠含量有点重	0
2279	孩子都咬不动	0
2280	多汁好味道	1
2281	果肉嫩而甜	1
2282	嫩绿新鲜	1
2283	饱满圆润	1
2284	让去拿货	0
2285	清甜脆嫩	1
2286	感觉味道不好	0
2287	没有照片那样	0
2288	年轻人勉强吃	0
2289	炖煮鲜食皆宜	1
2290	果品质量很差	0
2291	柔嫩脆甜	1
2292	翠绿鲜嫩	1
2293	好大的胡萝卜	0
2294	感觉一般般吧	0
2295	入口清凉舒畅	1
2296	丢了好多	0
2297	清甜香浓	1
2298	肉质鲜嫩可口	1
2299	颗颗水润新鲜	1
2300	鲜甜脆汁水丰	1
2301	沙瓤多汁	1
2302	看着都没胃口	0
2303	都是泥水	0
2304	香辣耐嚼入味	1
2305	口感鲜美清脆	1
2306	货不对款	0
2307	清凉解暑	1
2308	入口清新美味	1
2309	西瓜都都没熟	0
2310	一根好的	0
2311	口感纯正浓厚	1
2312	芋香浓郁诱人	1
2313	脆嫩爽口	1
2314	都是老玉米	0
2315	补充膳食纤维	1
2316	能不能行啊	0
2317	色泽柔亮金黄	1
2318	有点货不对版	0
2319	奶香味十足	1
2320	都是渣渣	0
2321	与描述不符合	0
2322	匠心好茶	1
2323	看起来还可以	0
2324	西瓜裂了	0
2325	微辣可口多汁	1
2326	见倒刺的玉米	0
2327	写着克克	0
2328	清脆爽口多汁	1
2329	香浓味美	1
2330	图与实物不符	0
2331	解馋小零嘴	1
2332	权当黄瓜吃了	0
2333	丢了好大一截	0
2334	刚拿到就降价	0
2335	口感薄脆过瘾	1
2336	入口香甜绵密	1
2337	太多茎了	0
2338	饭碗里大半碗	0
2339	果味清新浓郁	1
2340	全是坏的	0
2341	浓醇好滋味	1
2342	酸甜解腻开胃	1
2343	都是单个	0
2344	含膳食纤维	1
2345	果实新鲜	0
2346	不是很甜	0
2347	发芽很多	0
2348	选择美团优选	0
2349	奶味香甜可口	1
2350	到货太慢	0
2351	细嫩鲜香	1
2352	劲爽气泡体验	1
2353	看起来不新鲜	0
2354	甜润多汁	1
2355	皮薄味甜	1
2356	松软美味	1
2357	好吃不腻	1
2358	有点煮不太烂	0
2359	送货特慢	0
2360	就回购了	0
2361	口味清甜美味	1
2362	头晕冒汗	0
2363	实际只有	0
2364	跟过期了一样	0
2365	又送错了	0
2366	口口芳香诱人	1
2367	清脆爽口	1
2368	新鲜粉糯	1
2369	勉勉强强	0
2370	醇厚浓郁	1
2371	甜蜜多汁	1
2372	口感脆嫩水润	1
2373	滴滴浓醇鲜香	1
2374	回味鲜甜清香	1
2375	汁多甜蜜	1
2376	色泽紫红亮丽	1
2377	真是难受	0
2378	饱满新鲜圆润	1
2379	脆嫩清爽	1
2380	爪里面是坏的	0
2381	核桃皮很厚	0
2382	第二次买	0
2383	滴滴香浓	1
2384	因为信任	0
2385	不好坏了	0
2386	醇厚丝滑	1
2387	果香扑鼻	1
2388	鲜美多汁	1
2389	有一部分坏的	0
2390	一个坏了一半	0
2391	清香脆嫩美味	1
2392	菱角很多嫩的	0
2393	香甜松软	1
2394	样子不咋地	0
2395	肉厚无根	1
2396	鲜脆清甜	1
2397	劲道爽口不腻	1
2398	口感绵柔顺滑	1
2399	打开看不新鲜	0
2400	浓缩好味道	1
2401	太邋遢了	0
2402	清凉解渴优选	1
2403	富含蛋白质	1
2404	玉米烂的	0
2405	要长芽芽了	0
2406	生牛乳发酵	1
2407	沙漠中的甜蜜	1
2408	饱满味微甘	1
2409	好多还压坏了	0
2410	养出好身体	1
2411	这个真不行	0
2412	色泽鲜亮	1
2413	总共五个	0
2414	是挑出来	0
2415	口感纯甜多汁	1
2416	入口清新美味	1
2417	果香芬芳	1
2418	个头还小的很	0
2419	不回再回购了	0
2420	没有评价	0
2421	肉厚香甜	1
2422	味道香甜不腻	1
2423	普通泡椒鸡爪	0
2424	不要数量	0
2425	只有一个鸡爪	0
2426	清爽浓郁果香	1
2427	清甜直入心尖	1
2428	甜度适中不腻	1
2429	还别说卖	0
2430	清爽解腻	1
2431	这个骨头	0
2432	内部有些变质	0
2433	口感发肉	0
2434	怎么办呢	0
2435	鲜嫩酸爽	1
2436	已经烂了一点	0
2437	一大半的汤水	0
2438	板栗不新鲜	0
2439	洋葱四个	0
2440	果肉清甜爽口	1
2441	柚香诱人	1
2442	超级小就算了	0
2443	甘甜口感	1
2444	好多掉落的	0
2445	色泽诱人	1
2446	浓香养胃	1
2447	蚂蚁都爬了	0
2448	大口甜蜜	1
2449	清香脆嫩多汁	1
2450	天天迟到晚送	0
2451	鲜嫩芳香诱人	1
2452	味道脆甜浓郁	1
2453	不如之前	0
2454	有的不甜	0
2455	就有烂果	0
2456	这次真心不好	0
2457	都是叶子	0
2458	没整明白	0
2459	真是个大聪明	0
2460	纯粗粮真粮芯	1
2461	纯正风味享受	1
2462	几块钱白瞎了	0
2463	已经第三次了	0
2464	没有手机抽的	0
2465	老人说泥太多	0
2466	又买了一份	0
2467	就叫黄瓜得了	0
2468	色泽诱人	1
2469	外壳看着挺大	0
2470	一白一黑	0
2471	酸溜溜的水果	0
2472	口感顺滑醇厚	1
2473	爽口解馋美食	1
2474	体力能量	0
2475	有些怪怪味道	0
2476	但是不建议买	0
2477	酒液澄澈无杂	1
2478	鲜香脆甜下酒	1
2479	口味清甜美味	1
2480	清爽浓郁果香	1
2481	小的可怕	0
2482	果味清新浓郁	1
2483	不敢恭维	0
2484	果肉清甜软糯	1
2485	口感甘香清甜	1
2486	里面湿乎乎的	0
2487	颗粒莹润嫩黄	1
2488	营养滋补	1
2489	感觉不熟一样	0
2490	奶香味浓郁	1
2491	好多都是老的	0
2492	个头挺大个的	0
2493	籽粒硕大饱满	1
2494	瓜香浓郁	1
2495	鲜而不腥	1
2496	一股哈啦喂儿	0
2497	梨都烂了	0
2498	香糯不粘牙	1
2499	颗颗脆甜	1
2500	不要上当了	0
2501	果型饱满圆润	1
2502	里面的籽很大	0
2503	看着只有半瓶	0
2504	这个缺斤少两	0
2505	小放纵随心酌	1
2506	奶香纯正	1
2507	清甜细滑爽口	1
2508	不甜质硬	0
2509	酸甜脆嫩多汁	1
2510	全都老了	0
2511	入口香甜绵柔	1
2512	清甜有营养	1
2513	雪梨太硬了	0
2514	一个很小	0
2515	爆甜多汁	1
2516	香酥好滋味	1
2517	虽然说可以退	0
2518	香酥不油腻	1
2519	籽仁饱满	1
2520	丢了一半有多	0
2521	后期也没补上	0
2522	全部倒出来后	0
2523	畅饮酷爽滋味	1
2524	有坏味了	0
2525	肉有点艮	0
2526	外鲜里面坏	0
2527	什么东西	0
2528	甜味也不正常	0
2529	桃香四溢	1
2530	还贵过之前的	0
2531	一个奇大无比	0
2532	很硬要放几天	0
2533	瓜皮太厚	0
2534	不值这个价位	0
2535	果肉饱满清甜	1
2536	要了要了二斤	0
2537	肉嫩甘甜	1
2538	传统地道美味	1
2539	果肉雪白诱人	1
2540	之前买过	0
2541	甜蜜爆汁	1
2542	凉拌都吃不了	0
2543	甘甜清爽	1
2544	又小又酸涩	0
2545	水份太少	0
2546	根本就是生的	0
2547	全是空心的	0
2548	冰爽一夏	1
2549	怎么都煮不熟	0
2550	甘甜沁心果香	1
2551	爽甜清香	1
2552	变质发臭	0
2553	泥真不少	0
2554	两根玉米两斤	0
2555	满满果香味	1
2556	太嫩了点	0
2557	汁水丰盈	1
2558	图文不符	0
2559	拉的疼啊	0
2560	润肺止咳	1
2561	梨肉没有甜味	0
2562	真的无良商家	0
2563	口感香甜脆嫩	1
2564	甘甜爽口	1
2565	色泽醇正	1
2566	量倒是多了	0
2567	椰肉嫩滑Q弹	1
2568	果断切碎煲汤	0
2569	硬得要命	0
2570	没货了不通知	0
2571	口感脆嫩鲜爽	1
2572	余味香甜悠长	1
2573	没有一个能吃	0
2574	茄子是很大个	0
2575	0色素酥香	1
2576	筋筋太多	0
2577	富含膳食纤维	1
2578	甜蜜如初恋	1
2579	水果拼盘佳选	1
2580	脆甜有桃香	1
2581	干瘪的肉	0
2582	果香浓郁	1
2583	这是属于啥	0
2584	以往的还好	0
2585	香味浓厚	1
2586	和蜜桔不搭边	0
2587	而且紫米很少	0
2588	最主要是很酸	0
2589	就几个好的	0
2590	色泽红润鲜亮	1
2591	果肉白嫩脆甜	1
2592	雪梨硬硬的	0
2593	口感微辣清脆	1
2594	李子很大	0
2595	浓郁豆香	1
2596	香甜可口美味	1
2597	尽享休闲时光	1
2598	皮糙肉糙	0
2599	香甜可口	1
2600	感到蕉绿	0
2601	坑人一气	0
2602	柔嫩不腻口	1
2603	不怎么酥脆了	0
2604	瓜目想看	1
2605	拿来都是烂的	0
2606	虽然没有烂	0
2607	而且米不饱满	0
2608	余味香甜悠长	1
2609	胡萝卜糠心了	0
2610	茎粗皮薄肉嫩	1
2611	有不少烂了	0
2612	果味清香诱人	1
2613	果香芬芳	1
2614	散发浓郁果香	1
2615	快下架吧	0
2616	细腻嫩滑	1
2617	口感绵柔顺滑	1
2618	果肉水润多汁	1
2619	香甜不粘牙	1
2620	美味畅饮	1
2621	甘甜爽口	1
2622	闻得到的清香	1
2623	纤维少质柔嫩	1
2624	果肉嫩而甜	1
2625	香滑可口	1
2626	这就是中大果	0
2627	好几次了	0
2628	补钙强骨骼	1
2629	口感鲜香美味	1
2630	色泽翠绿诱人	1
2631	8度的快感	1
2632	鲜香四溢	1
2633	果香芬芳	1
2634	缺货没有	0
2635	怎么想的	0
2636	斤量不够	0
2637	脆嫩水润爽口	1
2638	全是竿竿没爪	0
2639	与描描述不合	0
2640	缺乏水分	0
2641	果味清新浓郁	1
2642	营养好吸收	1
2643	有一条都没米	0
2644	果肉清甜爽口	1
2645	说的斤在那里	0
2646	取了斤肉	0
2647	味道一般不甜	0
2648	口感好不苦涩	1
2649	单独吃不好吃	0
2650	省时省力	1
2651	甜过初恋玉米	1
2652	清香诱人	1
2653	竹林美味	1
2654	不新鲜有坏的	0
2655	香甜水润	1
2656	以为返现金呢	0
2657	色泽青翠自然	1
2658	香甜多汁	1
2659	味道鲜果形正	1
2660	核桃吃着挺香	0
2661	有一个都烂了	0
2662	与图不一样	0
2663	又苦又涩	0
2664	新鲜脆嫩饱满	1
2665	里面不是红色	0
2666	实物不新鲜	0
2667	清甜爽口	1
2668	饱满味微甘	1
2669	里面都是白的	0
2670	说的水果玉米	0
2671	三个烂了一个	0
2672	醇享美味	1
2673	无法窝熟	0
2674	不打电话的吗	0
2675	六个很小土豆	0
2676	果肉白嫩清脆	1
2677	差评差评差评	0
2678	质量很差	0
2679	果肉面糯香甜	1
2680	顾客都愿意去	0
2681	好多坏了	0
2682	不是想的那样	0
2683	口感香浓顺滑	1
2684	鸭蛋大小	0
2685	有部分都坏了	0
2686	有些好小	0
2687	滴滴浓醇鲜香	1
2688	而且也不太红	0
2689	看着糟心	0
2690	色泽青翠自然	1
2691	清甜松软弹牙	1
2692	感觉不太好吃	0
2693	粒粒酥脆	1
2694	果肉雪白剔透	1
2695	高乳蛋白	1
2696	软糯绵密	1
2697	脆甜多汁	1
2698	皮薄脆嫩	1
2699	拿到都有味道	0
2700	最难吃的一次	0
2701	还有不熟的	0
2702	形美味佳	1
2703	芒果没熟	0
2704	果肉细腻无渣	1
2705	红薯全是坏的	0
2706	有几个烂了	0
2707	皮薄沙糯	1
2708	口感丰富	1
2709	清爽不涩口	1
2710	浓香松脆	1
2711	太差了了	0
2712	瓜子一般	0
2713	但是不是很甜	0
2714	而且很多凹孔	0
2715	甜蜜多汁	1
2716	果肉金黄诱人	1
2717	这大热的天	0
2718	脆甜可口个大	1
2719	光皮果肉一点	0
2720	鲜甜脆爽	1
2721	细腻清甜	1
2722	很辣味道	0
2723	臭呢好多	0
2724	冰凉畅爽	1
2725	两小小的	0
2726	有地方红红的	0
2727	两个小串	0
2728	洋葱都是烂的	0
2729	清甜香醇美味	1
2730	其他商品还行	0
2731	冰爽活力	1
2732	但是我吃	0
2733	并且很碎	0
2734	老是忘记送到	0
2735	好状态常在线	1
2736	顶多斤量左右	0
2737	茶味清新四溢	1
2738	优享甜蜜浓香	1
2739	不成熟没水分	0
2740	这是粘玉米	0
2741	有点空没长成	0
2742	今晚做了	0
2743	喝出美胃	1
2744	0香精0色素	1
2745	稀软稀软的	0
2746	浓厚丝滑夹心	1
2747	果肉汁多味甜	1
2748	果肉饱满	1
2749	可就口味不好	0
2750	酸甜好口感	1
2751	太太小了	0
2752	别的不说	0
2753	清甜爽口	1
2754	果味清香怡人	1
2755	营养清香	1
2756	玉米干瘪	0
2757	送货还慢	0
2758	翠绿清甜	1
2759	忘记拍图片了	0
2760	酥脆不甜腻	1
2761	佐餐精选美味	1
2762	水分不如苹果	0
2763	有点点黑	0
2764	拒绝湿胖	1
2765	表面看不见的	0
2766	爽口解馋美食	1
2767	核薄果肉厚	1
2768	甜脆爽口	1
2769	均匀饱满翠绿	1
2770	清新解腻	1
2771	口感糯沙	1
2772	清甜可口	1
2773	桃子熟过头	0
2774	酸甜可口开胃	1
2775	个深绿色	0
2776	没诚信的商家	0
2777	清香诱人	1
2778	榴莲重量不够	0
2779	冰凉畅爽	1
2780	这是小洋葱吗	0
2781	口感鲜嫩软滑	1
2782	椰肉厚实脆爽	1
2783	微醺不易醉	1
2784	果肉面糯香甜	1
2785	入口清新美味	1
2786	浓烈果香	1
2787	比较新鲜	0
2788	这次都是小果	0
2789	玉米放长了	0
2790	果仁不满	0
2791	这么袋我这个	0
2792	烂心的多	0
2793	清香扑鼻诱人	1
2794	桃香馥郁	1
2795	颗颗饱满	1
2796	果香芬芳馥郁	1
2797	浓郁好味道	1
2798	清甜不腻	1
2799	不够秤啊	0
2800	冰糖脆甜	1
2801	一口清甜多汁	1
2802	以为是常规的	0
2803	从没遇到过正	0
2804	都是鸡梗	0
2805	不建议大家买	0
2806	卫生不好	0
2807	上次买的很甜	0
2808	洁白光滑透亮	1
2809	口感绵柔顺滑	1
2810	色泽鲜艳诱人	1
2811	写到最后	0
2812	有图无法上传	0
2813	有走油的味道	0
2814	吃着一股坏味	0
2815	这梨有点丑	0
2816	香甜水润	1
2817	口感脆嫩鲜爽	1
2818	味清香色浓郁	1
2819	真的巨拉肚子	0
2820	一次比一次贵	0
2821	说是有个	0
2822	没以前买的好	0
2823	果皮洁白如玉	1
2824	半截的这发货	0
2825	香甜十足	1
2826	还说香糯软	0
2827	随时能量补充	1
2828	快生活好品质	1
2829	粒大饱满清脆	1
2830	唤醒活力	1
2831	果肉鲜嫩多汁	1
2832	太坑了太坑了	0
2833	不好太辣	0
2834	微辣可口多汁	1
2835	里面空的很多	0
2836	都起筋了	0
2837	软糯不易腻	1
2838	好状态常在线	1
2839	我就扔了	0
2840	玉米小的可怜	0
2841	肉质厚实	1
2842	口感薄脆过瘾	1
2843	山药坏们太多	0
2844	比较像是贡梨	0
2845	高山生态种植	1
2846	蕉型饱满	1
2847	不粉就算了	0
2848	垃圾东西	0
2849	在这买的不吃	0
2850	清凉解渴优选	1
2851	有一个还没米	0
2852	还只有个	0
2853	清爽可口	1
2854	低糖营养	1
2855	价低品质好	1
2856	偷工减料来了	0
2857	鲜香脆嫩多汁	1
2858	退出美团优选	0
2859	甘甜爽口解暑	1
2860	挺甜爽的	0
2861	果肉酸甜适口	1
2862	清甜有营养	1
2863	小得可怜	0
2864	萝卜空了	0
2865	太粉末了	0
2866	清香扑鼻诱人	1
2867	多汁鲜嫩	1
2868	这是之后买的	0
2869	无清醇不青春	1
2870	过了一天	0
2871	买亏大了	0
2872	然后再发货的	0
2873	鸡爪都是骨头	0
2874	芋香浓郁诱人	1
2875	浓醇好滋味	1
2876	买的两袋	0
2877	酥脆鲜香	1
2878	昨天晚上提的	0
2879	李子好酸	0
2880	果肉饱满紧实	1
2881	酥软清甜	1
2882	会跳舞的酸奶	1
2883	提高脂肪代谢	1
2884	细腻爽滑	1
2885	冰淇淋口感	1
2886	果香芬芳四溢	1
2887	现货不是	0
2888	凤爪没有爪	0
2889	与样品不符合	0
2890	就这样的很小	0
2891	花钱买教训了	0
2892	还是什么大果	0
2893	肉厚鲜嫩脆弹	1
2894	回甘舌尖美味	1
2895	醇厚浓香	1
2896	太老太存	0
2897	百合特小个头	0
2898	核小肉厚	1
2899	大的超大	0
2900	明显不新鲜了	0
2901	脆甜不涩口	1
2902	果香浓郁	1
2903	味道脆甜浓郁	1
2904	白的很少	0
2905	微醺不易醉	1
2906	百合有些坏了	0
2907	口感脆嫩多汁	1
2908	都有磕伤	0
2909	比较难剥	0
2910	果形圆润饱满	1
2911	滴滴浓醇鲜香	1
2912	果肉香甜可口	1
2913	没有那个味道	0
2914	味清香色浓郁	1
2915	果肉嫩滑爽口	1
2916	不知道怎么吃	0
2917	一般太小	0
2918	口感松脆香浓	0
2919	皮薄肉厚	1
2920	肉还没有长好	0
2921	色泽柔亮金黄	1
2922	入口清香鲜美	1
2923	俩个大桃	0
2924	质量有待提高	0
2925	一点用都没有	0
2926	两袋都是坏的	0
2927	果肉香甜爽口	1
2928	入口香甜软糯	1
2929	大的太大	0
2930	包心紧实	1
2931	己掉丢了	0
2932	太甜太甜	0
2933	新鲜脆嫩	1
2934	水分不是很多	0
2935	根玉米坏了根	0
2936	又酸又不好吃	0
2937	色泽翠绿	1
2938	桃子坏的	0
2939	真是无比失望	0
2940	口感脆嫩无筋	1
2941	量倒是多	0
2942	缠绕紫色诱惑	1
2943	鲜嫩脆甜	1
2944	皮硬像铁皮	0
2945	个能够吗	0
2946	口味清香辛辣	1
2947	可食用部分少	0
2948	有的不新鲜了	0
2949	里面好多烂的	0
2950	而且品质不好	0
2951	然后就扔了	0
2952	软糯香甜	1
2953	味甜清脆可口	1
2954	柔嫩不腻口	1
2955	烂了还卖	0
2956	口味清甜美味	1
2957	味道脆甜浓郁	1
2958	代餐新选择	1
2959	有一个软软的	0
2960	肉嫩软糯	1
2961	健康低卡饱腹	1
2962	没有营养	0
2963	纵享丝滑口感	1
2964	果实整齐匀称	1
2965	冰箱里冻过的	0
2966	柔和细腻	1
2967	只有五斤	0
2968	酸爽可口	1
2969	果味芳香浓郁	1
2970	非常难喝	0
2971	大多都是烂的	0
2972	果实饱满	1
2973	果香浓郁	1
2974	回味甘甜清爽	1
2975	果粒匀称饱满	1
2976	水润饱满	1
2977	其他还好	0
2978	纯勾兑酒	0
2979	浓醇好滋味	1
2980	果肉清香甜美	1
2981	花生很嫩	0
2982	肉质粉糯可口	1
2983	一半都是坏的	0
2984	西瓜没熟	0
2985	口感香甜软糯	1
2986	甘甜醇厚	1
2987	老的都没发吃	0
2988	果肉润滑香甜	1
2989	只几颗玉米粒	0
2990	浓郁香醇诱人	1
2991	外表非常好	0
2992	就是泻药	0
2993	就二小根	0
2994	清甜有营养	1
2995	口感欠佳	0
2996	椰香满满	1
2997	里面全是硬籽	0
2998	芹菜也是	0
2999	不新鲜有破损	0
3000	质量很次	0
3001	低卡轻口味	1
3002	皮是黑的	0
3003	清香好滋味	1
3004	说好的大果	0
3005	也该有斤	0
3006	口感浓郁绵长	1
3007	一点东西	0
3008	份量万不足	0
3009	纯正风味享受	1
3010	体验感太差了	0
3011	劲爽气泡体验	1
3012	熟度一般	0
3013	香浓味美	1
3014	还有很多坏果	0
3015	早餐好搭档	1
3016	又青又难吃	0
3017	我尝一口反胃	0
3018	差太远了	0
3019	一大半都是皮	0
3020	个头也不小	0
3021	女神花茶玫瑰	1
3022	口感脆嫩水润	1
3023	真心的不好吃	0
3024	茶香怡人	1
3025	没等熟就烂了	0
3026	清香怡人	1
3027	果肉清甜多汁	1
3028	放了一个晚上	0
3029	豆香饱满	1
3030	吃着没味	0
3031	有很小的	0
3032	鲜嫩爽口	1
3033	肉厚无沙无硫	1
3034	又不灰心太大	0
3035	玉米粒特别憋	0
3036	一份坏的	0
3037	自然清新果香	1
3038	味蕾享受	1
3039	简单易冲泡	1
3040	小而且还烂了	0
3041	香甜不腻口	1
3042	联系了团长	0
3043	太小个啦	0
3044	给个一般吧	0
3045	奶味浓醇香	1
3046	畅饮酷爽滋味	1
3047	浓情月意	1
3048	切开有蓝色的	0
3049	劲辣不燥口	1
3050	真材实料熬制	1
3051	口感脆嫩爽口	1
3052	收到货就煮了	0
3053	酥脆爽口	1
3054	斑斑点点太多	0
3055	浓醇好滋味	1
3056	皮酥馅软鲜香	1
3057	酵醒美丽	1
3058	有的坏了	0
3059	海苔不脆	0
3060	剁口处有味了	0
3061	果肉质有撞伤	0
3062	我要退货	0
3063	色泽鲜亮	1
3064	柿子很小	0
3065	虽然便宜	0
3066	味道脆甜浓郁	1
3067	菜品已经焉了	0
3068	口感香甜脆爽	1
3069	清香脆甜	1
3070	粒粒香脆	1
3071	回味甘甜清爽	1
3072	粉糯鲜香	1
3073	大家避雷别买	0
3074	没有长成	0
3075	不甜又老	0
3076	早晚要凉凉	0
3077	不是细长的	0
3078	放几天也不行	0
3079	取货点环境差	0
3080	优质天然水源	1
3081	而且没有限制	0
3082	洗不干净的	0
3083	入口清香鲜美	1
3084	回味甘甜清爽	1
3085	难吃没有味儿	0
3086	菜不新鲜	0
3087	余味香甜悠长	1
3088	甜你妈了个逼	0
3089	倒腾西瓜	0
3090	果肉饱满紧实	1
3091	个头均匀饱满	1
3092	以前不会	0
3093	很多都发芽了	0
3094	用刀划开后	0
3095	新鲜绵粉糯	1
3096	生牛乳加工	1
3097	爆汁超甜	1
3098	都裹不住夹心	0
3099	脆爽好滋味	1
3100	奶不稠非常稀	0
3101	口感清甜顺滑	1
3102	果香清淡怡人	1
3103	口感香甜	1
3104	不呛鼻不苦口	1
3105	味道脆甜浓郁	1
3106	酸甜可口	1
3107	果实饱满	1
3108	香浓不腻口	1
3109	清新不涩口	1
3110	味清香色浓郁	1
3111	滴滴香浓	1
3112	超级老的玉米	0
3113	清香甜蜜	1
3114	甜味不足	0
3115	桃气满满	1
3116	也比较生	0
3117	清甜可口	1
3118	清甜不腻口	1
3119	面包放错了	0
3120	果皮光泽透亮	1
3121	就是八两装的	0
3122	色泽透明纯净	1
3123	已经腐烂	0
3124	不见意买	0
3125	都坏了的	0
3126	四个都不好	0
3127	没有还在卖	0
3128	汁水充盈	1
3129	巨难吃去	0
3130	清香扑鼻	1
3131	绵软易消化	1
3132	个大酥脆保甜	1
3133	鲜嫩饱满	1
3134	细滑多汁	1
3135	醇香浓烈	1
3136	鲜香脆嫩多汁	1
3137	富含膳食纤维	1
3138	和图片出入大	0
3139	有点发黄	0
3140	口感香甜软糯	1
3141	桃子烂掉	0
3142	低卡轻生活	1
3143	酸得要命	0
3144	畅享水润清甜	1
3145	个其中个没水	0
3146	这东西不能买	0
3147	徒有其表	0
3148	买东西不好咋	0
3149	香甜绵密	1
3150	软糯香甜	1
3151	总没有完整的	0
3152	有点淹哒哒的	0
3153	奶香味浓郁	1
3154	肉质白嫩如玉	1
3155	蜜香清甜	1
3156	酸甜好滋味	1
3157	小到不能再小	0
3158	营养丰富多样	1
3159	吃着不仅干巴	0
3160	萝卜泥太多了	0
3161	畅快味蕾享受	1
3162	质量太次	0
3163	酥脆有嚼劲	1
3164	有根小的烂了	0
3165	口粮茶首选	1
3166	甘甜醇厚	1
3167	邀秤才两	0
3168	清甜不腻	1
3169	质地浓稠细滑	1
3170	瓜型圆润饱满	1
3171	肉质鲜嫩可口	1
3172	买的是甜玉米	0
3173	独特工艺酿造	1
3174	吃了感觉没用	0
3175	畅享水润清甜	1
3176	果肉厚而多汁	1
3177	这次好多干了	0
3178	香味醇厚回甘	1
3179	结果萝卜空心	0
3180	豆香浓郁怡人	1
3181	真的是一粒畅	0
3182	空心菜都烂了	0
3183	有点过于甜了	0
3184	水不拉几的	0
3185	日期差点	0
3186	没图片上的好	0
3187	锁住新鲜本味	1
3188	三个断的	0
3189	今天准备喝	0
3190	这不是人吃的	0
3191	汁甜如蜜	1
3192	晚左右才到	0
3193	精选浓香型	1
3194	果肉香甜多汁	1
3195	山林自然之味	1
3196	芋香浓郁诱人	1
3197	绿豆是可以	0
3198	也太嫩了	0
3199	酸如同柠檬	0
3200	鲜滑利口	1
3201	清润护养	1
3202	果味浓郁芬芳	1
3203	枝叶肥厚	1
3204	畅快味蕾享受	1
3205	清爽酸甜	1
3206	鲜甜可口	1
3207	海苔卷返潮了	0
3208	皮都皱巴巴的	0
3209	口感温润绵长	1
3210	椰子老得很	0
3211	孩子说很难吃	0
3212	清甜不腻	1
3213	表皮薄而光滑	1
3214	里面还是坏的	0
3215	老到无法形容	0
3216	豆荚新鲜饱满	1
3217	我真是服了	0
3218	内含丰富胶质	1
3219	个人建议	0
3220	一次吃了三颗	0
3221	严重内伤	0
3222	但是比较好吃	0
3223	大家自己看图	0
3224	其他啥也不是	0
3225	色泽醇正	1
3226	有几个都坏的	0
3227	酥脆甘甜	1
3228	玉米头部掉了	0
3229	实在是太脏了	0
3230	果肉饱满	1
3231	两个大个的	0
3232	美味不甜腻	1
3233	果香芬芳四溢	1
3234	酸甜可口	1
3235	清甜解油腻	1
3236	香甜爆汁	1
3237	甜蜜无渣	1
3238	芋香浓郁诱人	1
3239	脆爽甘甜	1
3240	沙漠中的甜蜜	1
3241	一般的不好看	0
3242	风味浓郁	1
3243	新鲜脆嫩饱满	1
3244	一言难尽	0
3245	美味柚人	1
3246	是一盒葡萄豆	0
3247	酸爽好滋味	1
3248	清凉一夏	1
3249	也就最多两斤	0
3250	口感脆甜细嫩	1
3251	就两个爪爪	0
3252	里面黑的	0
3253	口感酸甜嫩滑	1
3254	很硬又酸	0
3255	自带清甜果香	1
3256	爽滑香甜	1
3257	虫子太多	0
3258	无糖全麦	1
3259	都敢拿出来卖	0
3260	一个还是白的	0
3261	颗粒饱满均匀	1
3262	口感鲜甜多汁	1
3263	随手开了一包	0
3264	酥脆不油腻	1
3265	果肉甜嫩丝滑	1
3266	口感脆甜多汁	1
3267	我都扔了	0
3268	清脆爽口	1
3269	果香清淡怡人	1
3270	酸甜可口	1
3271	到手一看	0
3272	口感轻薄干脆	1
